repo,repo_id,total_commits_gh_alltime,total_contributors_gh_alltime,active_contributors_gh_alltime,bf_commits_gh_alltime,bf_commits_gh_alltime_p,hhi_commits_gh_alltime,hhi_commits_gh_alltime_p,total_commits_git_full,contributors_git_full,bf_commits_git_full,bf_commits_git_full_p,hhi_commits_git_full,hhi_commits_git_full_p,commits_git_5y,active_contributors_git_5y,bf_commits_git_5y,bf_commits_git_5y_p,hhi_commits_git_5y,hhi_commits_git_5y_p,score,comment,github_fetched_at,git_fetched_at
dateutil/dateutil,26876372,1433,107,107,1,100.0,4705,43.86,1139,130,2,34.12,2570,24.02,68,15,2,26.26,2764,22.0,24,,2026-05-19T11:24:19+00:00,2026-05-19T11:23:21+00:00
davidhalter/parso,90668463,1141,49,49,1,100.0,7725,73.75,1080,51,1,100.0,7540,74.64,51,20,4,9.54,1042,7.18,8,,2026-05-19T11:24:20+00:00,2026-05-19T11:23:21+00:00
davisjam/safe-regex,90781457,69,6,6,1,100.0,4963,46.93,62,8,2,34.12,2497,23.79,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:24:21+00:00,2026-05-19T11:23:21+00:00
dchest/tweetnacl-js,15649752,410,15,15,1,100.0,8961,84.2,378,18,1,100.0,8728,83.95,13,4,1,100.0,6095,54.32,74,,2026-05-19T11:24:23+00:00,2026-05-19T11:23:22+00:00
dcodeio/long.js,8678904,124,18,18,1,100.0,7185,67.95,137,19,1,100.0,7430,73.85,34,7,1,100.0,6834,60.83,78,,2026-05-19T11:24:25+00:00,2026-05-19T11:23:22+00:00
debug-js/debug,2871998,521,107,107,2,27.73,1749,12.95,468,120,3,14.14,1347,10.33,26,10,1,100.0,4408,39.96,63,,2026-05-19T11:24:26+00:00,2026-05-19T11:17:29+00:00
definitelytyped/definitelytyped,6093316,40117,387,385,20,0.11,244,0.11,72027,19455,1026,0.11,17,0.22,17207,6542,280,0.11,73,0.22,1,,2026-05-19T11:24:30+00:00,2026-05-19T11:23:22+00:00
defunctzombie/node-process,7580644,73,15,15,2,27.73,3376,30.34,60,16,2,34.12,2744,26.6,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:24:29+00:00,2026-05-19T11:23:23+00:00
django/asgiref,48501860,474,106,106,1,100.0,2583,20.8,480,109,1,100.0,2577,24.13,175,68,6,4.38,744,3.93,4,,2026-05-19T11:24:31+00:00,2026-05-19T11:23:23+00:00
djc/rustc-version-rs,41272773,113,15,15,2,27.73,3293,30.0,102,17,2,34.12,2809,27.72,39,4,1,100.0,8540,72.62,85,,2026-05-19T11:24:31+00:00,2026-05-19T11:23:23+00:00
dmitrysoshnikov/regexp-tree,85459304,605,25,24,1,100.0,5897,56.36,489,26,1,100.0,5045,53.76,38,8,2,26.26,2608,20.31,23,,2026-05-19T11:24:33+00:00,2026-05-19T11:23:23+00:00
docutils/docutils,44840244,,,,,,,,9766,66,3,14.14,1558,13.02,1667,4,1,100.0,4543,40.74,64,,,2026-06-28T12:24:56+00:00
doowb/ansi-colors,47135420,122,11,11,1,100.0,3975,36.59,111,13,1,100.0,3822,40.52,5,2,1,100.0,6800,60.61,78,,2026-05-19T11:22:36+00:00,2026-05-19T11:23:23+00:00
douglasdwyer/wasm_sync,668034655,4,1,1,1,100.0,10000,100.0,4,1,1,100.0,10000,100.0,4,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:36+00:00,2026-05-19T11:23:23+00:00
dougwilson/nodejs-depd,20848667,228,2,2,1,100.0,9913,92.95,228,2,1,100.0,9913,93.83,6,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:37+00:00,2026-05-19T11:23:24+00:00
dtolnay/anyhow,212936374,917,25,25,1,100.0,9315,87.95,743,25,1,100.0,9184,87.99,444,14,1,100.0,9207,76.54,87,,2026-05-19T11:22:37+00:00,2026-05-19T11:23:24+00:00
dtolnay/automod,173074854,133,6,6,1,100.0,9265,87.27,114,4,1,100.0,9483,90.8,77,4,1,100.0,9241,77.1,88,,2026-05-19T11:22:38+00:00,2026-05-19T11:23:24+00:00
dtolnay/dissimilar,229514821,143,3,3,1,100.0,9321,88.18,132,2,1,100.0,9412,90.12,100,2,1,100.0,9232,76.99,88,,2026-05-19T11:22:39+00:00,2026-05-19T11:23:24+00:00
dtolnay/indoc,54252316,379,7,7,1,100.0,9532,89.66,343,9,1,100.0,9370,89.56,128,3,1,100.0,9691,79.01,89,,2026-05-19T11:22:40+00:00,2026-05-19T11:23:25+00:00
dtolnay/itoa,61962375,326,14,14,1,100.0,8531,80.34,291,13,1,100.0,8426,81.59,195,6,1,100.0,9298,77.33,88,,2026-05-19T11:22:41+00:00,2026-05-19T11:23:25+00:00
dtolnay/no-panic,143469762,243,2,2,1,100.0,9918,93.3,208,3,1,100.0,9529,91.02,134,3,1,100.0,9277,77.22,88,,2026-05-19T11:22:41+00:00,2026-05-19T11:23:25+00:00
dtolnay/proc-macro2,91860126,1283,30,30,1,100.0,7757,74.32,1006,32,1,100.0,7721,76.43,520,11,1,100.0,9470,78.11,88,,2026-05-19T11:22:43+00:00,2026-05-19T11:23:26+00:00
dtolnay/quote,67273122,741,26,26,1,100.0,8234,77.27,608,27,1,100.0,8015,79.12,270,8,1,100.0,8720,73.96,86,,2026-05-19T11:22:44+00:00,2026-05-19T11:23:26+00:00
dtolnay/ref-cast,106295902,280,4,4,1,100.0,9787,92.05,251,4,1,100.0,9763,92.7,145,2,1,100.0,9863,79.8,89,,2026-05-19T11:22:45+00:00,2026-05-19T11:23:26+00:00
dtolnay/rustversion,183990447,207,3,3,1,100.0,9808,92.16,177,3,1,100.0,9776,93.04,107,2,1,100.0,9815,79.69,89,,2026-05-19T11:22:46+00:00,2026-05-19T11:23:26+00:00
dtolnay/ryu,142720484,398,6,6,1,100.0,9603,90.0,361,8,1,100.0,9349,89.23,149,4,1,100.0,9603,78.56,89,,2026-05-19T11:22:47+00:00,2026-05-19T11:23:26+00:00
dtolnay/semver,22432442,703,64,64,2,27.73,2598,21.14,564,67,2,34.12,2436,22.9,247,10,1,100.0,9209,76.66,88,,2026-05-19T11:22:47+00:00,2026-05-19T11:23:26+00:00
dtolnay/syn,67305738,5249,102,102,1,100.0,8674,82.27,4365,106,1,100.0,8398,81.48,1753,37,1,100.0,9306,77.44,88,,2026-05-19T11:22:49+00:00,2026-05-19T11:23:27+00:00
dtolnay/target-triple,734167706,43,1,1,1,100.0,10000,100.0,41,1,1,100.0,10000,100.0,41,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:49+00:00,2026-05-19T11:23:27+00:00
dtolnay/thiserror,213836768,827,21,21,1,100.0,9289,87.5,646,20,1,100.0,9124,87.43,432,16,1,100.0,9053,75.76,87,,2026-05-19T11:22:50+00:00,2026-05-19T11:23:27+00:00
dtolnay/trybuild,184941159,708,26,26,1,100.0,8772,82.84,560,27,1,100.0,8461,81.93,345,18,1,100.0,8501,72.5,85,,2026-05-19T11:22:51+00:00,2026-05-19T11:23:28+00:00
dtolnay/unicode-ident,492639579,231,5,5,1,100.0,9406,88.64,184,5,1,100.0,9361,89.45,184,5,1,100.0,9361,77.78,88,,2026-05-19T11:22:53+00:00,2026-05-19T11:23:28+00:00
eemeli/yaml,119439276,1621,33,32,1,100.0,9334,88.41,1521,31,1,100.0,9303,88.89,582,22,1,100.0,9226,76.88,88,,2026-05-19T11:22:54+00:00,2026-05-19T11:23:29+00:00
ehmicky/human-signals,214467546,718,5,3,1,100.0,9915,93.18,704,3,1,100.0,9913,93.83,501,2,1,100.0,9919,80.02,89,,2026-05-19T11:22:54+00:00,2026-05-19T11:23:30+00:00
eliben/pycparser,10589864,556,79,79,1,100.0,5883,56.14,523,92,1,100.0,3410,35.58,81,26,1,100.0,3071,25.36,50,,2026-05-19T11:22:56+00:00,2026-05-19T11:23:30+00:00
emotion-js/emotion,92570536,1432,304,302,2,27.73,2182,17.73,1779,326,2,34.12,1770,14.59,271,97,4,9.54,1166,8.87,9,,2026-05-19T11:22:58+00:00,2026-05-19T11:23:30+00:00
encode/httpcore,237210639,546,55,54,1,100.0,3161,28.3,567,55,1,100.0,2904,29.85,385,42,1,100.0,3067,25.25,50,,2026-05-19T11:22:58+00:00,2026-05-19T11:23:30+00:00
encode/httpx,179492861,1464,231,230,1,100.0,3072,26.02,1481,241,1,100.0,2682,25.59,584,146,4,9.54,1672,12.79,11,,2026-05-19T11:23:01+00:00,2026-05-19T11:23:30+00:00
epoberezkin/fast-deep-equal,94483360,118,12,11,1,100.0,5937,56.7,93,12,1,100.0,4599,47.92,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:00+00:00,2026-05-19T11:23:31+00:00
epoberezkin/fast-json-stable-stringify,108103016,45,10,10,1,100.0,4607,42.73,63,12,2,34.12,2880,29.52,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:02+00:00,2026-05-19T11:23:31+00:00
epoberezkin/json-schema-traverse,93333933,40,5,5,1,100.0,7700,73.52,41,6,1,100.0,6228,63.97,2,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:03+00:00,2026-05-19T11:23:32+00:00
es-shims/array-includes,28753032,233,2,2,1,100.0,9915,93.18,234,2,1,100.0,9915,93.94,49,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:04+00:00,2026-05-19T11:23:32+00:00
es-shims/dunder-proto,898274312,10,1,1,1,100.0,10000,100.0,10,1,1,100.0,10000,100.0,10,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:05+00:00,2026-05-19T11:23:32+00:00
es-shims/es-object-atoms,773229339,16,1,1,1,100.0,10000,100.0,16,1,1,100.0,10000,100.0,16,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:06+00:00,2026-05-19T11:23:32+00:00
es-shims/es-set-tostringtag,580683868,34,1,1,1,100.0,10000,100.0,34,1,1,100.0,10000,100.0,34,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:08+00:00,2026-05-19T11:23:32+00:00
es-shims/math-intrinsics,902014040,10,1,1,1,100.0,10000,100.0,10,1,1,100.0,10000,100.0,10,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:09+00:00,2026-05-19T11:23:33+00:00
es-shims/object.values,41723335,126,1,1,1,100.0,10000,100.0,126,1,1,100.0,10000,100.0,40,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:11+00:00,2026-05-19T11:23:33+00:00
es-shims/regexp.prototype.flags,26932422,170,2,2,1,100.0,9767,91.7,169,2,1,100.0,9766,92.82,73,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:12+00:00,2026-05-19T11:23:33+00:00
es-shims/string.prototype.trimend,114682758,73,2,2,1,100.0,8724,82.61,72,2,1,100.0,8708,83.84,43,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:14+00:00,2026-05-19T11:23:34+00:00
es-shims/string.prototype.trimstart,114682105,67,2,2,1,100.0,8619,81.59,66,2,1,100.0,8600,83.5,37,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:15+00:00,2026-05-19T11:23:34+00:00
eslint-community/eslint-utils,568240379,180,10,9,2,27.73,3194,28.64,174,9,2,34.12,3200,33.45,112,9,1,100.0,3088,25.81,51,,2026-05-19T11:23:16+00:00,2026-05-19T11:23:34+00:00
eslint/eslint,11061773,8729,416,412,4,6.7,1093,5.34,8444,1158,11,2.02,400,1.91,2755,325,5,6.85,819,4.83,6,,2026-05-19T11:23:20+00:00,2026-05-19T11:23:34+00:00
eslint/js,27620277,571,60,57,1,100.0,3201,28.86,633,61,2,34.12,2009,18.41,261,26,3,13.47,1245,9.76,11,,2026-05-19T11:23:19+00:00,2026-05-19T11:23:34+00:00
eslint/rewrite,791446923,345,21,19,3,11.93,1817,13.64,335,19,2,34.12,1995,18.18,335,19,2,26.26,1995,16.72,21,,2026-05-19T11:23:21+00:00,2026-05-19T11:23:35+00:00
estools/escodegen,3611422,550,47,47,1,100.0,4929,46.48,476,55,1,100.0,3925,41.41,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:22+00:00,2026-05-19T11:23:35+00:00
estools/esquery,11412938,151,22,22,2,27.73,2386,19.55,140,22,2,34.12,2251,20.31,33,7,2,26.26,3021,24.69,25,,2026-05-19T11:23:23+00:00,2026-05-19T11:23:36+00:00
estools/esrecurse,27429822,61,10,10,1,100.0,3480,31.25,52,10,1,100.0,3306,34.46,4,2,1,100.0,6250,56.12,75,,2026-05-19T11:23:25+00:00,2026-05-19T11:23:37+00:00
estools/estraverse,6145439,176,26,26,1,100.0,3964,36.36,150,27,1,100.0,3618,38.5,2,2,1,100.0,5000,46.35,68,,2026-05-19T11:23:26+00:00,2026-05-19T11:23:37+00:00
estools/esutils,14677293,57,6,6,1,100.0,3863,35.57,45,6,1,100.0,3600,38.16,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:28+00:00,2026-05-19T11:23:37+00:00
ethers-io/ethers.js,63465664,792,1,1,1,100.0,10000,100.0,781,1,1,100.0,10000,100.0,781,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:29+00:00,2026-05-19T11:23:38+00:00
evanw/esbuild,61137153,4420,119,119,1,100.0,9172,86.02,4377,126,1,100.0,9138,87.54,2802,99,1,100.0,8986,75.42,87,,2026-05-19T11:23:30+00:00,2026-05-19T11:23:38+00:00
evanw/node-source-map-support,7682781,333,62,61,2,27.73,2272,18.86,253,71,2,34.12,1649,13.92,11,4,2,26.26,2893,23.23,25,,2026-05-19T11:23:32+00:00,2026-05-19T11:23:39+00:00
eventualbuddha/lines-and-columns,47284288,47,1,1,1,100.0,10000,100.0,35,2,1,100.0,9445,90.46,10,2,1,100.0,8200,69.58,83,,2026-05-19T11:23:34+00:00,2026-05-19T11:23:39+00:00
executablebooks/markdown-it-py,249956697,350,33,30,1,100.0,5021,47.73,339,28,1,100.0,5128,54.88,176,20,1,100.0,4558,40.97,64,,2026-05-19T11:22:36+00:00,2026-05-19T11:23:40+00:00
executablebooks/mdurl,387293763,37,4,3,1,100.0,8809,83.07,37,3,1,100.0,8809,84.85,37,3,1,100.0,8809,74.3,86,,2026-05-19T11:22:36+00:00,2026-05-19T11:23:40+00:00
exodusoss/bytes,885154008,983,6,5,1,100.0,9897,92.84,714,3,1,100.0,9944,94.16,714,3,1,100.0,9944,80.13,90,,2026-05-19T11:22:37+00:00,2026-05-19T11:23:40+00:00
expressjs/body-parser,15669006,788,38,37,1,100.0,7010,65.23,756,42,1,100.0,7230,72.39,215,20,1,100.0,3822,33.0,57,,2026-05-19T11:22:38+00:00,2026-05-19T11:23:40+00:00
expressjs/serve-static,17464338,403,20,19,1,100.0,7740,74.09,404,22,1,100.0,7655,76.21,96,10,1,100.0,3378,28.51,53,,2026-05-19T11:22:38+00:00,2026-05-19T11:23:41+00:00
facebook/create-react-app,63537249,2260,450,449,4,6.7,1101,5.45,2772,932,9,2.81,731,4.94,136,74,11,2.02,450,1.57,2,,2026-05-19T11:22:41+00:00,2026-05-19T11:23:41+00:00
facebook/metro,76504246,3853,323,322,6,2.84,612,2.39,4951,456,8,3.59,434,2.13,1727,155,3,13.47,1335,10.77,12,,2026-05-19T11:22:41+00:00,2026-05-19T11:23:42+00:00
facebook/react,10270250,18002,410,409,6,2.84,535,1.48,18646,1889,8,3.59,424,2.02,7473,368,5,6.85,761,4.38,5,,2026-05-19T11:22:42+00:00,2026-05-19T11:23:42+00:00
facebook/watchman,6930489,4464,315,314,2,27.73,1901,14.66,13598,432,2,34.12,2638,25.25,8797,267,2,26.26,3361,28.28,27,,2026-05-19T11:22:43+00:00,2026-05-19T11:23:42+00:00
facebook/zstd,29759715,10182,357,356,1,100.0,3285,29.89,8823,401,2,34.12,2093,18.97,2038,220,2,26.26,1879,15.15,20,,2026-05-19T11:22:45+00:00,2026-05-19T11:23:42+00:00
facelessuser/soupsieve,160789418,372,14,14,1,100.0,8857,83.3,341,13,1,100.0,8812,84.96,86,6,1,100.0,7864,68.01,82,,2026-05-19T11:22:44+00:00,2026-05-19T11:23:42+00:00
fastify/fast-uri,419317518,155,13,12,2,27.73,2651,21.59,140,11,2,34.12,2888,29.74,140,11,2,26.26,2888,23.12,25,,2026-05-19T11:22:45+00:00,2026-05-19T11:23:44+00:00
faye/websocket-driver-node,9733816,352,9,9,1,100.0,9223,86.36,341,9,1,100.0,9199,88.1,3,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:46+00:00,2026-05-19T11:23:44+00:00
fb55/boolbase,16864585,16,3,3,1,100.0,7734,73.98,8,4,1,100.0,3438,36.14,3,2,1,100.0,5556,50.62,71,,2026-05-19T11:22:46+00:00,2026-05-19T11:23:45+00:00
fb55/css-select,3411063,1810,25,22,1,100.0,8561,80.68,1708,25,1,100.0,8440,81.82,1195,7,1,100.0,8661,73.51,86,,2026-05-19T11:22:48+00:00,2026-05-19T11:23:45+00:00
fb55/css-what,4460687,1497,25,23,1,100.0,7051,65.45,1396,24,1,100.0,6757,67.68,1061,6,1,100.0,7579,65.77,81,,2026-05-19T11:22:48+00:00,2026-05-19T11:23:46+00:00
fb55/domelementtype,6627835,59,6,5,1,100.0,8388,78.75,47,6,1,100.0,7633,75.87,14,2,1,100.0,8025,69.14,83,,2026-05-19T11:22:49+00:00,2026-05-19T11:23:46+00:00
fb55/domhandler,5414232,1626,20,18,1,100.0,7177,67.61,1528,20,1,100.0,6680,67.23,1188,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:50+00:00,2026-05-19T11:23:46+00:00
fb55/domutils,6627949,1945,21,18,1,100.0,7431,70.34,1875,19,1,100.0,7112,71.38,1499,5,1,100.0,8658,73.4,86,,2026-05-19T11:22:52+00:00,2026-05-19T11:23:47+00:00
fb55/entities,3172629,1920,23,20,1,100.0,8276,77.84,1807,21,1,100.0,7873,78.11,1499,8,1,100.0,8653,73.18,86,,2026-05-19T11:22:53+00:00,2026-05-19T11:23:48+00:00
fb55/htmlparser2,2279062,2335,58,55,1,100.0,6824,63.07,2242,64,1,100.0,6322,64.65,1324,10,1,100.0,7478,64.65,80,,2026-05-19T11:22:54+00:00,2026-05-19T11:23:48+00:00
fb55/nth-check,16864923,1043,7,6,1,100.0,8084,76.7,955,6,1,100.0,7576,75.2,932,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:55+00:00,2026-05-19T11:23:48+00:00
felixge/node-combined-stream,1787452,71,12,12,1,100.0,3858,35.45,73,13,2,34.12,2922,30.08,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:56+00:00,2026-05-19T11:23:49+00:00
felixge/node-delayed-stream,1783893,42,4,4,1,100.0,8639,81.7,45,4,1,100.0,6948,69.92,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:57+00:00,2026-05-19T11:23:49+00:00
feross/buffer,14494363,945,68,67,1,100.0,6013,57.16,879,73,1,100.0,5332,57.01,24,12,3,13.47,1493,12.01,13,,2026-05-19T11:22:58+00:00,2026-05-19T11:23:49+00:00
feross/ieee754,15489525,98,5,4,1,100.0,8933,83.52,84,4,1,100.0,8747,84.06,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:59+00:00,2026-05-19T11:23:50+00:00
feross/is-buffer,25997846,96,6,5,1,100.0,8696,82.39,82,7,1,100.0,7977,78.79,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:01+00:00,2026-05-19T11:23:50+00:00
feross/queue-microtask,207021895,51,5,5,1,100.0,7824,75.11,46,5,1,100.0,7609,75.53,6,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:02+00:00,2026-05-19T11:23:51+00:00
feross/run-parallel,18700638,90,5,4,1,100.0,8642,81.82,81,4,1,100.0,8489,82.15,3,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:03+00:00,2026-05-19T11:23:51+00:00
feross/safe-buffer,49538897,85,8,7,1,100.0,7770,74.55,72,7,1,100.0,7396,73.63,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:04+00:00,2026-05-19T11:23:51+00:00
ffmpeg/ffmpeg,1614410,106837,312,312,5,4.09,990,4.66,113311,2205,8,3.59,595,3.7,21288,574,4,9.54,987,6.62,8,,2026-05-19T11:23:08+00:00,2026-05-19T11:23:51+00:00
firebase/firebase-js-sdk,89290483,4368,213,209,4,6.7,898,4.09,4077,218,6,5.27,705,4.6,1890,115,5,6.85,868,5.61,6,,2026-05-19T11:23:07+00:00,2026-05-19T11:23:52+00:00
floating-ui/floating-ui,54994103,2384,120,118,1,100.0,4400,40.57,2212,118,1,100.0,4632,48.37,1429,98,1,100.0,6349,57.01,76,,2026-05-19T11:23:09+00:00,2026-05-19T11:23:52+00:00
follow-redirects/follow-redirects,6697086,375,33,32,1,100.0,5365,51.93,355,34,1,100.0,5292,56.68,88,14,1,100.0,6874,61.05,78,,2026-05-19T11:23:09+00:00,2026-05-19T11:23:52+00:00
form-data/form-data,1755793,331,40,40,1,100.0,2953,25.0,260,47,2,34.12,1851,16.16,60,8,1,100.0,5728,51.52,72,,2026-05-19T11:23:12+00:00,2026-05-19T11:23:54+00:00
formatjs/formatjs,19117456,5842,322,317,1,100.0,4360,40.11,5711,340,1,100.0,4570,47.59,2348,158,1,100.0,6260,56.23,75,,2026-05-19T11:23:15+00:00,2026-05-19T11:23:54+00:00
freedesktop-unofficial-mirror/cairo,34372735,9963,147,147,2,27.73,1946,14.89,11122,218,2,34.12,1571,13.13,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:15+00:00,2026-05-19T11:23:54+00:00
freetype/freetype,187000659,6914,165,165,1,100.0,4574,42.27,8433,221,1,100.0,3226,33.67,1498,92,2,26.26,2922,23.79,25,,2026-05-19T11:23:17+00:00,2026-05-19T11:23:55+00:00
frenic/csstype,104001328,367,13,12,1,100.0,9195,86.14,345,12,1,100.0,9147,87.65,73,5,1,100.0,8426,71.6,85,,2026-05-19T11:23:18+00:00,2026-05-19T11:23:55+00:00
frommi/miniz_oxide,96124162,525,57,57,2,27.73,3633,32.84,492,56,2,34.12,3602,38.27,170,34,1,100.0,5433,49.05,70,,2026-05-19T11:23:19+00:00,2026-05-19T11:23:56+00:00
fsevents/fsevents,1402936,239,33,33,2,27.73,2037,15.57,231,35,2,34.12,1827,15.6,20,6,1,100.0,4100,36.25,60,,2026-05-19T11:23:20+00:00,2026-05-19T11:23:56+00:00
fsspec/filesystem_spec,130727736,1676,301,301,3,11.93,1524,10.11,2028,300,2,34.12,2333,21.32,1106,242,4,9.54,1341,10.89,10,,2026-05-19T11:23:24+00:00,2026-05-19T11:23:57+00:00
fsspec/s3fs,53987953,734,134,134,3,11.93,1858,14.09,828,145,2,34.12,1936,17.17,353,92,2,26.26,1825,14.7,20,,2026-05-19T11:23:24+00:00,2026-05-19T11:23:57+00:00
garycourt/uri-js,989080,81,9,8,1,100.0,7998,76.02,66,11,1,100.0,6706,67.45,4,2,1,100.0,6250,56.12,75,,2026-05-19T11:23:25+00:00,2026-05-19T11:23:58+00:00
gcc-mirror/gcc,22711503,94958,183,183,13,0.57,328,0.34,226263,2478,29,0.45,126,0.45,43396,814,21,0.56,187,0.45,1,,2026-05-19T11:23:29+00:00,2026-05-19T11:23:58+00:00
getsentry/sentry-javascript,3328572,12510,407,402,6,2.84,563,1.93,11480,641,6,5.27,549,3.37,8043,335,4,9.54,830,4.94,7,,2026-05-19T11:23:30+00:00,2026-05-19T11:23:58+00:00
giampaolo/psutil,20101515,6616,205,205,1,100.0,7791,74.66,5908,222,1,100.0,7298,72.95,725,81,1,100.0,6508,58.02,76,,2026-05-19T11:23:30+00:00,2026-05-19T11:23:58+00:00
git/git,36502,74349,425,425,4,6.7,1536,10.34,58853,2241,15,1.23,348,1.68,12794,539,7,3.37,530,2.13,3,,2026-05-19T11:23:34+00:00,2026-05-19T11:23:59+00:00
gitlab-freedesktop-mirrors/libxcb,444023705,257,7,7,1,100.0,4247,38.86,296,21,2,34.12,3062,32.1,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:32+00:00,2026-05-19T11:24:00+00:00
gitoxidelabs/gitoxide,136510559,15305,187,183,1,100.0,7346,69.77,13745,178,1,100.0,7246,72.5,11913,176,1,100.0,6913,61.39,78,,2026-05-19T11:23:34+00:00,2026-05-19T11:24:00+00:00
gitpython-developers/gitdb,1126093,443,34,33,1,100.0,4972,47.27,362,34,1,100.0,4440,46.35,69,16,2,26.26,1736,14.03,19,,2026-05-19T11:22:36+00:00,2026-05-19T11:24:01+00:00
gitpython-developers/smmap,1865144,236,18,15,1,100.0,3505,31.59,192,17,1,100.0,3191,33.33,65,6,1,100.0,3416,28.62,53,,2026-05-19T11:22:37+00:00,2026-05-19T11:24:02+00:00
gkz/levn,13287279,47,3,2,1,100.0,9535,89.77,41,2,1,100.0,9460,90.57,4,0,1,100.0,10000,100.0,100,no human commits in 5y,2026-05-19T11:22:37+00:00,2026-05-19T11:17:29+00:00
gkz/optionator,13435927,96,6,5,1,100.0,9145,85.68,86,5,1,100.0,9043,86.98,11,2,1,100.0,7551,65.54,81,,2026-05-19T11:22:38+00:00,2026-05-19T11:24:03+00:00
gkz/prelude-ls,4457759,229,12,11,1,100.0,7190,68.18,197,11,1,100.0,6940,69.7,6,0,1,100.0,10000,100.0,100,no human commits in 5y,2026-05-19T11:22:39+00:00,2026-05-19T11:24:04+00:00
gkz/type-check,13182168,50,3,2,1,100.0,9524,89.55,40,3,1,100.0,8772,84.29,7,0,1,100.0,10000,100.0,100,no human commits in 5y,2026-05-19T11:22:39+00:00,2026-05-19T11:24:04+00:00
gmp-mirror/gmp,681340775,8640,12,12,1,100.0,7431,70.34,18260,20,2,34.12,3688,39.28,284,5,2,26.26,3576,30.64,28,,2026-05-19T11:22:40+00:00,2026-05-19T11:24:05+00:00
gnome/pango,4537144,6050,156,156,2,27.73,2569,20.45,6023,215,2,34.12,1972,18.07,1286,83,1,100.0,6109,54.43,74,,2026-05-19T11:22:44+00:00,2026-05-19T11:24:07+00:00
google/brotli,24993138,1411,121,120,2,27.73,2979,25.34,1035,120,2,34.12,2615,24.8,316,52,1,100.0,4299,37.71,61,,2026-05-19T11:22:48+00:00,2026-05-19T11:24:11+00:00
google/zerocopy,534354967,1656,72,70,2,27.73,3692,33.41,1431,69,2,34.12,3483,36.59,1417,62,2,26.26,3546,30.3,28,,2026-05-19T11:22:49+00:00,2026-05-19T11:24:12+00:00
googleapis/google-cloud-python,16316451,60398,399,392,5,4.09,666,2.84,58475,1011,6,5.27,587,3.59,38476,554,3,13.47,1146,8.31,11,,2026-05-19T11:22:51+00:00,2026-05-19T11:24:12+00:00
googlechrome/workbox,55424670,1310,77,76,2,27.73,2787,23.52,1303,80,2,34.12,2582,24.47,262,26,2,26.26,2302,18.29,22,,2026-05-19T11:22:51+00:00,2026-05-19T11:24:12+00:00
grahamdumpleton/wrapt,10357291,1232,34,34,1,100.0,8462,79.43,945,36,1,100.0,7891,78.45,503,18,1,100.0,7742,67.0,82,,2026-05-19T11:22:53+00:00,2026-05-19T11:24:13+00:00
grantjenks/python-sortedcontainers,17144859,,,,,,,,632,23,1,100.0,9015,86.87,46,7,1,100.0,7590,65.99,81,,,2026-06-28T14:47:38+00:00
graydon/exhaustigen-rs,432630522,1,1,1,1,100.0,10000,100.0,1,1,1,100.0,10000,100.0,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:54+00:00,2026-05-19T11:24:14+00:00
gregberge/svgr,102155012,643,125,124,1,100.0,5733,54.66,585,132,1,100.0,5150,55.11,188,67,1,100.0,3456,29.07,54,,2026-05-19T11:22:55+00:00,2026-05-19T11:24:14+00:00
